table_name,var_order,sort,indicator,sub_indicator,outline,variable_name_original,variable_name_split,level_01,level_2,category,year,variable_description,variable_type,variable_width,decimal_places,tables
CEX21_14,3265,28,DEFR,insurance,49.1.3.,X3044_X,X3044,X30,44,X,2021,Insurance (Owner & Renter),N,15,0,2021 Housing (Consumer Spending)
CEX21_14,3268,31,DEFR,home_improvement,49.1.4.,X3045_X,X3045,X30,45,X,2021,Home Improvement (Owner & Renter),N,15,0,2021 Housing (Consumer Spending)
CEX21_14,3322,85,DEFR,energy_waste,49.2.2.,X3063_X,X3063,X30,63,X,2021,Electricity,N,15,0,2021 Housing (Consumer Spending)
CEX21_14,3379,142,DEFR,wastewater_maint,49.3.1.,X3082_X,X3082,X30,82,X,2021,Water & Sewer Maintenance,N,15,0,2021 Housing (Consumer Spending)
CEX21_14,3391,154,DEFR,solid_waste,49.3.2.,X3086_X,X3086,X30,86,X,2021,Trash & Garbage Collection,N,15,0,2021 Housing (Consumer Spending)
CEX21_14,3403,166,DEFR,wastewater_septic,49.3.3.,X3090_X,X3090,X30,90,X,2021,Septic Tank Cleaning,N,15,0,2021 Housing (Consumer Spending)
CEX21_15,3691,205,DEFR,insurance,50,X13001_X,X13001,X130,1,X,2021,Life/Other Insurance,N,15,0,2021 Life Insurance/Pensions (Consumer Spending)
CEX21_15,3700,214,DEFR,sav_inv_ret,51,X13004_X,X13004,X130,4,X,2021,Pensions & Social Security,N,15,0,2021 Life Insurance/Pensions (Consumer Spending)
CEX21_15,3739,4,DEFR,tobacco,52,X12001_X,X12001,X120,1,X,2021,Smoking Products,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3751,16,DEFR,lotteries,53,X12005_X,X12005,X120,5,X,2021,Lotteries & Pari-mutuel Losses,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3754,19,DEFR,legal,54,X12006_X,X12006,X120,6,X,2021,Legal Fees,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3760,25,DEFR,finance,56,X12008_X,X12008,X120,8,X,2021,Safe Deposit Box Rentals,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3763,28,DEFR,finance,57,X12009_X,X12009,X120,9,X,2021,Checking Account/Banking Service Charges,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3766,31,DEFR,finance,58,X12028_X,X12028,X120,28,X,2021,Non-Student Loans Finance/Late/Interest Charges,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3769,34,DEFR,finance,59,X12029_X,X12029,X120,29,X,2021,Credit Cards Finance/Late/Interest Charges,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3775,40,DEFR,finance,61,X12011_X,X12011,X120,11,X,2021,Accounting Fees,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3778,43,DEFR,finance,62,X12012_X,X12012,X120,12,X,2021,Miscellaneous Personal Services/Advertising/Fines,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3787,52,DEFR,finance,65,X12016_X,X12016,X120,16,X,2021,Credit Card Membership Fees,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3790,55,DEFR,finance,66,X12017_X,X12017,X120,17,X,2021,Shopping Club Membership Fees,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3796,61,HI,charitable_giving,67.1.,X12019_X,X12019,X120,19,X,2021,Support for College Students,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3799,64,HI,charitable_giving,67.2.,X12020_X,X12020,X120,20,X,2021,Gifts of Stocks/Bonds/Mutual Funds to Non-HH Members,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3802,67,HI,charitable_giving,67.3.,X12021_X,X12021,X120,21,X,2021,Cash Gifts to Charities,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3805,70,HI,charitable_giving,67.4.,X12022_X,X12022,X120,22,X,2021,Cash Gifts to Churches/Religious Organizations,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3808,73,HI,charitable_giving,67.5.,X12023_X,X12023,X120,23,X,2021,Cash Gifts to Educational Institutions,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3811,76,HI,charitable_giving,67.6.,X12024_X,X12024,X120,24,X,2021,Cash Gifts to Political Organizations,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3814,79,HI,charitable_giving,67.7.,X12025_X,X12025,X120,25,X,2021,Other Cash Gifts,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3817,82,DEFR,alimony,67.8.,X12026_X,X12026,X120,26,X,2021,Alimony Expenditures,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_16,3820,85,DEFR,child_support,67.9.,X12027_X,X12027,X120,27,X,2021,Child Support Expenditures,N,15,0,2021 Miscellaneous Expenses (Consumer Spending)
CEX21_17,3991,7,total,total,0,X1001_X,X1001,X10,1,X,2021,Annual Budget Expenditures,N,15,0,2021 Total Expenditures (Consumer Spending)
CEX21_17,3992,8,DEFR,food_out,70.1,X1130_X,X1130,X11,30,X,2021,Food Away from Home,N,15,0,2021 Total Expenditures (Consumer Spending)
CEX21_17,4000,16,DEFR,food_total,70,X1002_X,X1002,X10,2,X,2021,Food,N,15,0,2021 Total Expenditures (Consumer Spending)
CEX21_17,4003,19,DEFR,food_in,70.2.,X1003_X,X1003,X10,3,X,2021,Food at Home,N,15,0,2021 Total Expenditures (Consumer Spending)
CEX21_17,4024,40,CDE,vehicle,72.1.,X6064_X,X6064,X60,64,X,2021,Payments on Vehicles Excluding Leases,N,15,0,2021 Transportation - Local (Consumer Spending)
CEX21_17,4087,103,DEFR,insurance,72.3.2.,X6040_X,X6040,X60,40,X,2021,Vehicle Insurance,N,15,0,2021 Transportation - Local (Consumer Spending)
